年月日,平均気温(℃),平均気温(℃),平均気温(℃)
2014/3/3,6.9,8,1
2014/3/4,7.6,8,1
2014/3/5,8.3,8,1
2014/3/6,3.7,8,1
2014/3/7,4,8,1
2014/3/8,5.4,8,1
2014/3/9,6.8,8,1
2014/3/10,4.1,8,1
2014/3/11,6.1,8,1
2014/3/12,9.6,8,1
2014/3/13,10.7,8,1
2014/3/14,6.4,8,1
2014/3/15,6.2,8,1
2014/3/16,10,8,1
2014/3/17,12,8,1
2014/3/18,13.5,8,1
2014/3/19,11.8,8,1
2014/3/20,10.3,8,1
2014/3/21,7.3,8,1
2014/3/22,7.8,8,1
2014/3/23,9.5,8,1
2014/3/24,11.9,8,1
2014/3/25,14.7,8,1
2014/3/26,13.8,8,1
2014/3/27,13.8,8,1
2014/3/28,12.8,8,1
2014/3/29,16.6,8,1
2014/3/30,15,8,1
2014/3/31,13.1,8,1
2014/4/1,11.8,8,1
2014/4/2,15.5,8,1
2014/4/3,16.1,8,1
2014/4/4,11.5,8,1
2014/4/5,7.9,8,1
2014/4/6,7.5,8,1
2014/4/7,9,8,1
2014/4/8,12.8,8,1
2014/4/9,15.1,8,1
2014/4/10,14.1,8,1
2014/4/11,11.5,8,1
2014/4/12,12,8,1
2014/4/13,12.8,8,1
2014/4/14,14.4,8,1
2014/4/15,13.2,8,1
2014/4/16,15.1,8,1
2014/4/17,17.3,8,1
2014/4/18,15.6,8,1
2014/4/19,13.7,8,1
2014/4/20,12.7,8,1
2014/4/21,16.1,8,1
2014/4/22,15.5,8,1
2014/4/23,15,8,1
2014/4/24,15.2,8,1
2014/4/25,17,8,1
2014/4/26,18.2,8,1
2014/4/27,17.9,8,1
2014/4/28,17.1,8,1
2014/4/29,16,8,1
2014/4/30,18.1,8,1
2014/5/1,19.3,8,1
2014/5/2,19.3,8,1
2014/5/3,18.6,8,1
2014/5/4,16.8,8,1
2014/5/5,15.9,8,1
2014/5/6,15.4,8,1
2014/5/7,16.4,8,1
2014/5/8,18.9,8,1
2014/5/9,19.2,8,1
2014/5/10,17.9,8,1
2014/5/11,19.4,8,1
2014/5/12,18.2,8,1
2014/5/13,20,8,1
2014/5/14,19.3,8,1
2014/5/15,16.7,8,1
2014/5/16,19.2,8,1
2014/5/17,19.1,8,1
2014/5/18,19.9,8,1
2014/5/19,20.6,8,1
2014/5/20,20,8,1
2014/5/21,18.7,8,1
2014/5/22,19.2,8,1
2014/5/23,18.8,8,1
2014/5/24,20,8,1
2014/5/25,21.5,8,1
2014/5/26,19.4,8,1
2014/5/27,20,8,1
2014/5/28,21.3,8,1
2014/5/29,22.3,8,1
2014/5/30,23.6,8,1
2014/5/31,24.2,8,1
2014/6/1,25.4,8,1
2014/6/2,24.1,8,1
2014/6/3,22.5,8,1
2014/6/4,23,8,1
2014/6/5,22.8,8,1
2014/6/6,22.2,8,1
2014/6/7,23.1,8,1
2014/6/8,24.1,8,1
2014/6/9,24.9,8,1
2014/6/10,23.6,8,1
2014/6/11,23.5,8,1
2014/6/12,22.9,8,1
2014/6/13,22.3,8,1
2014/6/14,23.4,8,1
2014/6/15,23.9,8,1
2014/6/16,23.7,8,1
2014/6/17,22.5,8,1
2014/6/18,20.9,8,1
2014/6/19,23.2,8,1
2014/6/20,23.9,8,1
2014/6/21,23.8,8,1
2014/6/22,21.7,8,1
2014/6/23,23.7,8,1
2014/6/24,24.8,8,1
2014/6/25,25.4,8,1
2014/6/26,24.7,8,1
2014/6/27,23.7,8,1
2014/6/28,24.5,8,1
2014/6/29,25.3,8,1
2014/6/30,25.3,8,1
2014/7/1,26,8,1
2014/7/2,26.1,8,1
2014/7/3,22.3,8,1
2014/7/4,25.1,8,1
2014/7/5,24.4,8,1
2014/7/6,24.5,8,1
2014/7/7,24.4,8,1
2014/7/8,26.8,8,1
2014/7/9,27.6,8,1
2014/7/10,26.2,8,1
2014/7/11,27.7,8,1
2014/7/12,27.3,8,1
2014/7/13,26.7,8,1
2014/7/14,26,8,1
2014/7/15,27.9,8,1
2014/7/16,28.6,8,1
2014/7/17,29.1,8,1
2014/7/18,28.8,8,1
2014/7/19,27.8,8,1
2014/7/20,27.4,8,1
2014/7/21,27.4,8,1
2014/7/22,28.3,8,1
2014/7/23,29,8,1
2014/7/24,30.6,8,1
2014/7/25,31.9,8,1
2014/7/26,30.7,8,1
2014/7/27,28.5,8,1
2014/7/28,27.5,8,1
2014/7/29,28.9,8,1
2014/7/30,29.2,8,1
2014/7/31,29.7,8,1
2014/8/1,29.4,8,1
2014/8/2,25.7,8,1
2014/8/3,26.1,8,1
2014/8/4,27.7,8,1
2014/8/5,30.1,8,1
2014/8/6,29.4,8,1
2014/8/7,28.8,8,1
2014/8/8,27.4,8,1
2014/8/9,24.1,8,1
2014/8/10,26.8,8,1
2014/8/11,27.4,8,1
2014/8/12,26.3,8,1
2014/8/13,27.6,8,1
2014/8/14,29.3,8,1
2014/8/15,29.8,8,1
2014/8/16,29.1,8,1
2014/8/17,29.6,8,1
2014/8/18,29.5,8,1
2014/8/19,30.1,8,1
2014/8/20,29.4,8,1
2014/8/21,29.8,8,1
2014/8/22,28.1,8,1
2014/8/23,28.3,8,1
2014/8/24,26.5,8,1
2014/8/25,27.6,8,1
2014/8/26,28.6,8,1
2014/8/27,28.5,8,1
2014/8/28,24.1,8,1
2014/8/29,24,8,1
2014/8/30,25.4,8,1
2014/8/31,26.3,8,1
2014/9/1,24,8,1
2014/9/2,25.6,8,1
2014/9/3,27.4,8,1
2014/9/4,25.7,8,1
2014/9/5,26.6,8,1
2014/9/6,26.1,8,1
2014/9/7,25.3,8,1
2014/9/8,25.5,8,1
2014/9/9,25.2,8,1
2014/9/10,26,8,1
2014/9/11,23.9,8,1
2014/9/12,22.6,8,1
2014/9/13,23.3,8,1
2014/9/14,23.5,8,1
2014/9/15,24.3,8,1
2014/9/16,25.4,8,1
2014/9/17,23.4,8,1
2014/9/18,21.5,8,1
2014/9/19,20,8,1
2014/9/20,19.8,8,1
2014/9/21,21.6,8,1
2014/9/22,23.3,8,1
2014/9/23,22.7,8,1
2014/9/24,23.9,8,1
2014/9/25,24.4,8,1
2014/9/26,23.2,8,1
2014/9/27,24.7,8,1
2014/9/28,23,8,1
2014/9/29,22.6,8,1
2014/9/30,23.3,8,1
2014/10/1,24.2,8,1
2014/10/2,24.3,8,1
2014/10/3,24.7,8,1
2014/10/4,22,8,1
2014/10/5,22.5,8,1
2014/10/6,20.7,8,1
2014/10/7,18.5,8,1
2014/10/8,20.2,8,1
2014/10/9,21.4,8,1
2014/10/10,22.2,8,1
2014/10/11,22.2,8,1
2014/10/12,22.5,8,1
2014/10/13,20.8,8,1
2014/10/14,18.3,8,1
2014/10/15,17.1,8,1
2014/10/16,17.4,8,1
2014/10/17,17.2,8,1
2014/10/18,15.7,8,1
2014/10/19,17.9,8,1
2014/10/20,19.8,8,1
2014/10/21,21.2,8,1
2014/10/22,18.4,8,1
2014/10/23,16.7,8,1
2014/10/24,15.8,8,1
2014/10/25,17.7,8,1
2014/10/26,19.8,8,1
2014/10/27,17.3,8,1
2014/10/28,13.3,8,1
2014/10/29,13.1,8,1
2014/10/30,16.2,8,1
2014/10/31,18.9,8,1
2014/11/1,18.6,8,1
2014/11/2,19.6,8,1
2014/11/3,14.6,8,1
2014/11/4,12.7,8,1
2014/11/5,15.2,8,1
2014/11/6,17.9,8,1
2014/11/7,15.4,8,1
2014/11/8,13.7,8,1
2014/11/9,14.5,8,1
2014/11/10,15.8,8,1
2014/11/11,13.8,8,1
2014/11/12,16.1,8,1
2014/11/13,11.8,8,1
2014/11/14,10.8,8,1
2014/11/15,11.2,8,1
2014/11/16,9.9,8,1
2014/11/17,11.6,8,1
2014/11/18,10.4,8,1
2014/11/19,9,8,1
2014/11/20,9.6,8,1
2014/11/21,10.6,8,1
2014/11/22,13.7,8,1
2014/11/23,13.4,8,1
2014/11/24,13.3,8,1
2014/11/25,13.6,8,1
2014/11/26,13.3,8,1
2014/11/27,13,8,1
2014/11/28,14.2,8,1
2014/11/29,15.7,8,1
2014/11/30,14.6,8,1
2014/12/1,14.2,8,1
2014/12/2,7.1,8,1
2014/12/3,8.3,8,1
2014/12/4,7.8,8,1
2014/12/5,6.3,8,1
2014/12/6,6,8,1
2014/12/7,6.7,8,1
2014/12/8,7.2,8,1
2014/12/9,8.1,8,1
2014/12/10,8,8,1
2014/12/11,10.1,8,1
2014/12/12,7.9,8,1
2014/12/13,6,8,1
2014/12/14,5.1,8,1
2014/12/15,6.4,8,1
2014/12/16,6.1,8,1
2014/12/17,2.8,8,1
2014/12/18,2.2,4,1
2014/12/19,3.6,8,1
2014/12/20,7.1,8,1
2014/12/21,6.6,8,1
2014/12/22,4.6,8,1
2014/12/23,7,8,1
2014/12/24,6.7,8,1
2014/12/25,7.5,8,1
2014/12/26,5.9,8,1
2014/12/27,4.5,8,1
2014/12/28,4.3,8,1
2014/12/29,7.3,8,1
2014/12/30,8.7,8,1
2014/12/31,7.9,8,1
2015/1/1,3,8,1
2015/1/2,3.3,8,1
2015/1/3,3.7,8,1
2015/1/4,5.9,8,1
2015/1/5,7.6,8,1
2015/1/6,8.2,8,1
2015/1/7,6.1,8,1
2015/1/8,5.2,8,1
2015/1/9,5.9,8,1
2015/1/10,6.6,8,1
2015/1/11,7.1,8,1
2015/1/12,4.6,8,1
2015/1/13,5.6,8,1
2015/1/14,5.3,8,1
2015/1/15,6.9,8,1
2015/1/16,7,8,1
2015/1/17,5.7,8,1
2015/1/18,5,8,1
2015/1/19,6.7,8,1
2015/1/20,6.3,8,1
2015/1/21,6.1,8,1
2015/1/22,8.5,8,1
2015/1/23,6.7,8,1
2015/1/24,5.6,8,1
2015/1/25,6.3,8,1
2015/1/26,8.3,8,1
2015/1/27,9.8,8,1
2015/1/28,3.8,8,1
2015/1/29,3.2,8,1
2015/1/30,5.1,8,1
2015/1/31,4,8,1
2015/2/1,3.4,8,1
2015/2/2,4.6,8,1
2015/2/3,5.7,8,1
2015/2/4,6.2,8,1
2015/2/5,6.4,8,1
2015/2/6,5.5,8,1
2015/2/7,5,8,1
